NPI Number,Hospital Name,IDN
1942200902,Scripps Mercy Hospital Chula Vista,Scripps Health
1194050708,Sharp McDonald Center (Closed),Sharp HealthCare
1790196178,Riverside County Psychiatric Health Facility,Telecare Corporation
1497831648,La Casa Psychiatric Health Facility,Telecare Corporation
1376802579,Willow Rock Center,Telecare Corporation
1922252816,Santa Paula Hospital,Ventura County Health Care Agency (AKA HCA)
1144375056,Orange County - Lakeview (Closed 2012-09-01),Kaiser Permanente Southern California
1396027181,Ontario Medical Center,Kaiser Permanente Southern California
1891235974,Star View Adolescent Center,Stars Behavioral Health Group
1164500674,Kindred Hospital Las Vegas - Flamingo,ScionHealth
,PAM Health Warm Springs Rehabilitation Hospital of Westover Hills,PAM Health (FKA Post Acute Medical)
1043336522,Surgical Hospital of Jonesboro (Closed),Baptist Memorial Health Care Corporation
1407081086,Childrens Hospital of Georgia,Augusta University Health (FKA Georgia Regents Health System)
1588974240,Kindred Hospital South Bay - Tri-City Campus (Closed),Kindred Healthcare (Closed)
1801162250,Medical City Frisco (FKA Forest Park Medical Center - Frisco),HCA Medical City Healthcare (AKA HCA North Texas Division)
1104218825,Kindred Hospital - Las Vegas Desert Springs (Closed),Kindred Healthcare (Closed)
1629019989,Midland Memorial Hospital West Campus (Closed - No Longer Offering Inpatient Services),Midland Memorial Health
1215296884,Texas Health Alliance (FKA Texas Health Harris Methodist Hospital Alliance),Texas Health Resources
1962424556,The NeuroMedical Center Rehabilitation Hospital,Spine Hospital of Louisiana
1740337971,Rockland Childrens Psychiatric Center,New York State Office of Mental Health
1871736082,Ochsner Extended Care Hospital,Ochsner Health System
1295036770,Omega Hospital,
1821030842,Vanderbilt Wilson County Hospital - Mcfarland Campus,Vanderbilt Health (FKA Vanderbilt University Medical Center System)
1609819515,Paris Regional Medical Center - South Campus (Closed),LifePoint Health (FKA LifePoint Hospitals)
1871073155,LifeCare Hospitals of Pittsburgh - Suburban Campus (Closed),LifeCare Health Partners (Closed)
1922041490,St Vincent Doctors Hospital (Closed),CHI St Vincent (FKA St Vincent Health System)
1033211180,AdventHealth Lake Placid (FKA Florida Hospital Lake Placid),AdventHealth (FKA Adventist Health System)
1598831653,State Hospital North,Idaho Department of Health and Welfare
1093894990,UChicago Medicine Comer Childrens Hospital,UChicago Medicine (FKA University of Chicago Medicine)
1366529364,Kindred Hospital - St Louis South (FKA Kindred Hospital - St Anthonys),ScionHealth
1770722332,Select Specialty Hospital - York,Select Medical Corporation
1932688900,Central Harnett Hospital,Harnett Health
1225342173,East Mississippi State Hospital,Mississippi Department of Mental Health
1316390024,Jefferson Hospital for Neuroscience,Jefferson Health
1043210495,Select Specialty Hospital - Warren (Closed),Select Medical Corporation
1558343566,Peninsula Hospital (AKA Peninsula Behavioral Health),Covenant Health (TN)
1578936654,CHRISTUS Santa Rosa Hospital - Westover Hills,CHRISTUS Santa Rosa Health System
1174682546,Willingway Hospital,Summit BHC
1538151477,Clifton T Perkins Hospital Center,Maryland Department of Health
1023069697,Nexus Specialty Hospital - Shenandoah Campus,Nexus Health Systems
1679617963,Chestnut Hill Rehabilitation Hospital (Closed),
1245248939,Mount Sinai Queens,Mount Sinai Health System (FKA Mount Sinai Medical Center)
1497836274,Saint John Vianney Center,
1851515969,Tuality Forest Grove Hospital (Closed - No Longer Offers Inpatient Services),OHSU Health Hillsboro Medical Center (FKA Tuality Healthcare)
1568785137,Staten Island University Hospital - South Campus (AKA Staten Island University Hospital - Prince Bay),Northwell Health (AKA North Shore Long Island Jewish Health System)
1245344472,North Texas State Hospital - Vernon Campus,Texas Department of State Health Services
1336574904,Bay Area Regional Medical Center (Closed),
1891048807,Kaiser Permanente Westside Medical Center,Kaiser Oregon/Southwest Washington (AKA Kaiser Permanente Northwest)
1053454645,OHSU Doernbecher Childrens Hospital,OHSU (AKA Oregon Health and Science University)
1972688471,Kindred Hospital Louisville at Jewish Hospital,ScionHealth
1700981792,Rapides Womens and Childrens Hospital,HCA Mid America Division (AKA HCA Midwest Health)
1043357486,Henry Ford Macomb Hospital - Mt Clemens (Closed),Henry Ford Health (FKA Henry Ford Health System)
1194126821,St Josephs Hospital - South,BayCare Health System
1063737765,Access Hospital Dayton,
1831460229,Haven Behavioral Hospital of Dayton (FKA Haven Behavioral Senior Care of Dayton),Haven Behavioral Healthcare
1962990952,MassGeneral for Children at North Shore Medical Center (FKA NSMC North Shore Childrens Hospital - Closed - No Longer Offers Inpatient Services),Mass General Brigham (FKA Partners HealthCare)
1811001613,San Jorge Childrens & Womens Hospital,United Medical Corporation (AKA Ten Broeck Healthcare)
1467496802,St Francis Eastside (FKA St Francis Womens & Family Hospital),Bon Secours Health System
1669578324,NYU Langone Orthopedic Hospital (FKA NYU Hospital for Joint Diseases),NYU Langone Health (FKA NYU Langone Medical Center)
1679883037,St Vincents Hospital Westchester,Saint Josephs Medical Center
1780852228,Kettering Health Behavioral Medical Center (FKA Kettering Behavioral Medicine Center),Kettering Health Network (FKA Kettering Adventist Healthcare)
1972904738,StoneSprings Hospital Center,HCA Capital Division - HCA Virginia Health System
,Sheltering Arms Physical Rehabilitation Centers (Closed),Sheltering Arms Physical Rehabilitation Centers (Closed)
1245523372,Texas General - Grand Prairie Hospital (Closed),Texas General Hospital Health System (Closed)
1225450588,New Orleans East Hospital,Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1134596331,Medical City Childrens Hospital,HCA Medical City Healthcare (AKA HCA North Texas Division)
1376618124,Odessa Regional Medical Center - East Campus,Steward Health Care System
1558576280,Prisma Health Heart Hospital (FKA Palmetto Health Heart Hospital),Prisma Health - Midlands (FKA Palmetto Health)
1568406536,Unity Health - Specialty Care (FKA White County Medical Center South Campus),Unity Health
1013103142,Kessler Institute for Rehabilitation - Saddle Brook,Kessler Institute for Rehabilitation
1922652486,Kessler Institute for Rehabilitation - Chester,Kessler Institute for Rehabilitation
1043305980,Rusk Rehabilitation at NYU Langone Orthopedic Hospital,NYU Langone Health (FKA NYU Langone Medical Center)
1740847771,Our Lady of the Lake Childrens Health,Franciscan Missionaries of Our Lady Health System (AKA FMOL)
1528163912,University of Maryland Childrens Hospital,University of Maryland Medical System
1871745224,Mount Sinai Kravis Childrens Hospital,Mount Sinai Health System (FKA Mount Sinai Medical Center)
1780938464,Tulane Lakeside Hospital (FKA Tulane Lakeside Hospital for Women and Children),Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1497980338,Bridgewell Hospital of Cincinnati (Closed),
1144585100,Westside Surgical Hospital & Breast Center (Closed),
1972899987,Park Royal Hospital,Acadia Healthcare
1639323595,St Charles Surgical Hospital,
1285649939,Bliant Specialty Hospital (Closed),
,St Theresa Specialty Hospital Health System (Closed),St Theresa Specialty Hospital Health System (Closed)
1548546138,Saint Francis Health Center - Poplar Bluff (FKA Black River Medical Center - Closed),Saint Francis Healthcare System
1982795639,Turquoise Lodge Hospital,
1285094813,Southern Winds Hospital,
1750666053,Treasure Coast Forensic Treatment Center,Wellpath (FKA Correct Care Recovery Solutions)
1497012959,TrustPoint Hospital,Acadia Healthcare
1386024081,UPMC Horizon - Shenango Valley,University of Pittsburgh Medical Center (AKA UPMC)
1639127509,Naval Hospital Guam,US Navy Medicine
1285665521,WakeMed Childrens Hospital,WakeMed Health and Hospitals (AKA WakeMed)
1306139928,Delta Regional Medical Center - West Campus,Delta Health System (FKA Delta Regional Medical Center)
1073670519,Western New York Childrens Psychiatric Center,New York State Office of Mental Health
1255563672,Western Regional Medical Facility - John Montford Unit,
1902957541,Wildwood Lifestyle Center,
1093010936,EastPointe Hospital,AltaPointe Health Systems
1144636515,366th Medical Group - Mountain Home Air Force Base (Closed - No Longer Offers Inpatient Services),US Air Force Medicine
,Al Rashid Health and Wellness Center (Closed),
1437364833,Austen Riggs Psychiatric Center,
1568460772,Avera Childrens Hospital,Avera Health
1194898486,Paradise Valley Hospital - Bayview Behavioral Health Campus,Prime Healthcare Services
1043497712,Pathlight Mood and Anxiety Center Denver - 5th Ave (FKA Behavioral Health Hospital for Children and Adolescents - Closed),Eating Recovery Center
1942649033,Capitol Region Mental Health Center,Connecticut Department of Mental Health & Addiction Services (AKA Connecticut Department of Mental Health)
1952405664,Blue Mountain Recovery Center (Closed 2013-12-01),
1821074196,Boulder Community Foothills Hospital,Boulder Community Health
1285774711,Bradford Health Services,
1699926162,Bridgewater State Hospital,Wellpath (FKA Correct Care Recovery Solutions)
1285704098,California Medical Facility,California Department of Corrections and Rehabilitation
1972623262,California Mens Colony (AKA CMC),California Department of Corrections and Rehabilitation
1619506128,Calvary Healing Center,Universal Health Services
1184689580,Center for Change,Universal Health Services
,Central Prison Healthcare Complex,
1649237751,Charlie Norwood VA Medical Center - Augusta VA Medical Center Downtown,VA Southeast Network (VISN 7)
1326482167,Erlanger North Hospital (FKA Erlanger Medical Center - North Campus),Erlanger Health System
1306834726,Chester Mental Health Center,Illinois Department of Human Services
1740395409,Bethany Childrens Health Center (FKA the Childrens Center Rehabilitation Hospital),
1326015595,Clarity Child Guidance Center,
1427292333,Coastal Behavioral Health,Coastal Harbor Health System
1467783118,ChangePoint Psychiatric Hospital,
1902974934,Cottonwood Tucson (FKA Cottonwood de Tucson Behavioral Health Treatment Center),Summit BHC
1528089257,Shadow Mountain Behavioral Health System (Closed),Universal Health Services
1992760334,Fox Run Center for Children and Adolescents,Universal Health Services
1922141167,Malvern Institute - Malvern Addiction Treatment Center,Malvern Institute Recovery Centers
1639130222,National Institutes of Health Clinical Center,
1619911104,UNC Health Johnston - Clayton (FKA Johnston Health Clayton),UNC Health Johnston (FKA Johnston Health)
1679881981,iCare Rehabilitation Hospital and Physical Medicine Center (FKA Continuum Rehabilitation Hospital of North Texas - Closed 2019-06-01),
1821439183,Corpus Christi Rehabilitation Hospital (FKA Esplanade Rehabilitation Hospital),Ernest Health
1871618850,Dixie Regional Medical Center - 400 East Campus (Closed),Intermountain Health (FKA Intermountain Healthcare)
1568818417,Methodist Southlake Medical Center (FKA Methodist Southlake Hospital),Methodist Health System
1255328324,Maria Fareri Childrens Hospital,Westchester Medical Center Health Network
1548396831,Barlow Respiratory Hospital - PIH Health Hospital Whittier,Barlow Respiratory Hospital System
1033410675,Barlow Respiratory Hospital - Valley Presbyterian,Barlow Respiratory Hospital System
1235406588,M Health Fairview University of Minnesota Medical Center - East Bank Hospital,M Health Fairview (FKA Fairview Health Services)
1255497764,Covenant Medical Center - Cooper,Covenant HealthCare
,Texas Heart Institute at Baylor St Lukes Medical Center,CHI St Lukes Health (FKA St Lukes Episcopal Health System)
,HMC/CAH Consolidated (FKA Rural Community Hospitals of America - Closed),HMC/CAH Consolidated (FKA Rural Community Hospitals of America - Closed)
1255613808,South Florida Evaluation & Treatment Center,Wellpath (FKA Correct Care Recovery Solutions)
1033580097,South Texas Behavioral Health Center,South Texas Health System
1124175021,Sierra Tucson Psychiatric Hospital,Acadia Healthcare
1194813717,Cirby Hills Behavioral Hospital (FKA Telecare Placer County Medical Center),
1891837647,Wake Forest Baptist Health - Brenner Childrens Hospital,Atrium Health Wake Forest Baptist (FKA Wake Forest Baptist Health)
1831116441,Bronson Childrens Hospital,Bronson Healthcare
1609822378,Northwest Childrens Hospital of Northwest Texas Healthcare System,Northwest Texas Healthcare System
1194917641,The Childrens Hospital at Providence,Providence Health & Services - Alaska
1871714394,Palm Beach Childrens Hospital at St Marys Medical Center,Palm Beach Health Network (FKA Tenet Florida)
1689705154,The Meadows,Alita Care
1629291505,The Menninger Clinic Psychiatric Hospital,
,The Orthopedic Institute,Forrest Health
1356615595,Pristine Hospital of Pasadena (Closed),Kindred Healthcare (Closed)
1154936987,Middle Park Health - Granby (FKA Middle Park Medical Center - Granby),Centura Health
1912987629,Hospital San Antonio,
1922254952,Professional Hospital - Guaynabo,
1417950106,CHRISTUS Highland Medical Center (AKA CHRISTUS Shreveport Bossier - Highland Medical Center),CHRISTUS Health Shreveport - Bossier Health System (FKA Christus Health Shreveport Health System)
,Polaris Hospital Company (Closed - absorbed by Acadia),Polaris Hospital Company (Closed - absorbed by Acadia)
1811130438,Select Specialty Hospital - Alle Kiski (FKA LifeCare Hospitals of Pittsburgh - Alle-Kiski Campus),Select Medical Corporation
1588715122,Phoenix Rehabilitation Hospital (Closed),
1255540662,Eunice Extended Care Hospital (Closed),LHC Group
1427322163,Accel Rehabilitation Hospital of Plano,
1184078743,Texas Childrens Hospital West Campus,Texas Childrens Hospital
1629328604,Garfield Park Hospital (AKA Garfield Park Behavioral Hospital),Universal Health Services
1770031957,Duane Waters Health Center,
1326448846,Iowa Medical and Classification Center,
,Mississippi State Penitentiary Hospital,
1699931824,CBHH - Willmar (Closed),Minnesota Department of Human Services
,CBHH - Wadena (Closed),Minnesota Department of Human Services
1396326948,Cornerstone Specialty Hospitals Round Rock,Cornerstone Healthcare Group
1114582301,WakeMed North Family Health & Womens Hospital (AKA WakeMed North Hospital),WakeMed Health and Hospitals (AKA WakeMed)
1407299613,Spartanburg Rehabilitation Institute,Ernest Health
1184056954,Rock Springs,Springstone Inc
1730643131,Select Specialty Hospital - Miami Lakes (FKA Promise Hospital of Miami),Select Medical Corporation
1831576982,UNC Hospitals Hillsborough Campus,UNC Health (FKA UNC Health Care)
1861818809,Warm Springs Rehabilitation Hospital of Kyle (AKA PAM Rehabilitation Hospital of Kyle),PAM Health (FKA Post Acute Medical)
1972001469,Novant Health Mint Hill Medical Center,Novant Health
1427472463,Resolute Baptist Hospital (FKA Resolute Health Hospital),Baptist Health System - San Antonio TX
1235216383,Medical University of South Carolina - Ashley River Tower,Medical University of South Carolina Health System (AKA MUSC Health)
1720182785,Community Hospital - St Marys Campus (Closed - No Longer Offering Inpatient Services),Community HealthCare System (Onaga KS)
1316162852,Hot Springs Rehabilitation Center (Closed - No Longer a Hospital),
1396076147,Tarzana Treatment Centers,
1194748368,Brunswick Hospital Center Psychiatric Hospital (AKA Brunswick Hall),
,Brunswick Hospital Center Health System (Closed),Brunswick Hospital Center Health System (Closed)
1518912609,St Michael Medical Center,Virginia Mason Franciscan Health (FKA CHI Franciscan Health)
1508050386,UChicago Medicine Center for Care and Discovery (AKA CCD),UChicago Medicine (FKA University of Chicago Medicine)
1366785511,OhioHealth Rehabilitation Hospital,OhioHealth
1801960513,Fremont Medical Center,Kaiser Permanente Northern California
1669497665,LifeCare Hospital of Plano,LifeCare
1598012783,HonorHealth Rehabilitation Hospital (FKA Scottsdale Rehabilitation Hospital),Select Medical Corporation
1285993915,Encompass Health Rehabilitation Hospital of Ocala (FKA HealthSouth Rehabilitation Hospital of Ocala),Encompass Health Corporation (FKA HealthSouth)
1578980124,SSM Health Rehabilitation Hospital - Bridgeton,SSM Health St Louis
1336441344,Lahey Medical Center - Peabody,Beth Israel Lahey Health
1700955796,Kindred Hospital Bay Area (Closed),Kindred Healthcare (Closed)
1801974340,Kindred Hospital - Las Vegas at St Rose Dominican Hospital Rose de Lima Campus (Closed),Kindred Healthcare (Closed)
1912249590,Castle Rock Adventist Hospital,Centura Health
1124109061,St Francis Medical Center - North (Closed),Franciscan Missionaries of Our Lady Health System (AKA FMOL)
,Missouri Orthopaedic Institute,University of Missouri Health Care (AKA MU Health Care)
1972169449,Ellis Fischel Cancer Center,University of Missouri Health Care (AKA MU Health Care)
1992866644,Calvary Hospital - Brooklyn Campus,ArchCare Health System
1497015622,Compass Behavioral Center of Houma,Compass Health
1477617645,Rochester Psychiatric Center,New York State Office of Mental Health
1164798708,Columbus Springs Dublin (FKA Dublin Springs),Springstone Inc
1376979955,Muscogee Creek Nation Long Term Acute Care Hospital (FKA George Nigh Long Term Acute Care Hospital),Muscogee Creek Nation Health System
,George Nigh Health System (Closed - Absorbed into Muscogee Creek Nation Health System),George Nigh Health System (Closed - Absorbed into Muscogee Creek Nation Health System)
1093942617,Centro Salud Conductual Menonita,
1962786608,Lone Star Behavioral Health,
1134401466,Carrollton Springs,Springstone Inc
1649380593,Copper Hills Youth Center,Universal Health Services
1427326289,The Pavilion at Williamsburg Place,Summit BHC
1417225434,PAM Rehabilitation Hospital of Humble (FKA Kindred Rehabilitation Hospital Northeast Houston),PAM Health (FKA Post Acute Medical)
1396205886,Santa Cruz Valley Regional Hospital (FKA Green Valley Hospital - Closed),
,Knox County Hospital Health System (Closed - Absorbed by Appalachian Regional Healthcare),Knox County Hospital Health System (Closed - Absorbed by Appalachian Regional Healthcare)
1609275585,HCA Houston Healthcare Pearland (FKA Pearland Medical Center),HCA Gulf Coast Division - HCA Houston Healthcare
1477805406,Baptist Neighborhood Hospital - Westover Hills,Baptist Health System - San Antonio TX
1225381197,Baptist Neighborhood Hospital - Hausman,Baptist Health System - San Antonio TX
1376814889,Scottsdale Liberty Hospital (FKA Freedom Pain Hospital - Closed),Nobilis Health Corp (FKA Northstar Healthcare - Closed)
1427311356,Kindred Hospital - St Louis at Mercy (Closed),Kindred Healthcare (Closed)
1083074660,MetroWest Medical Center - Leonard Morse Hospital,MetroWest Medical Center
1407107808,Sanford Heart Hospital - Sioux Falls,Sanford Health
1407229529,Wise Health Surgical Hospital at Parkway,Wise Health System
1740373323,Options Behavioral Health Hospital,Acadia Healthcare
1477832772,Sycamore Springs,Springstone Inc
1952629370,Pinnacle Regional Hospital - Overland Park (FKA Blue Valley Hospital - Closed),Pinnacle Health Care System Inc (Closed)
1548201379,RiverValley Behavioral Health,
1881996940,Beacon Behavioral Hospital LLC - Lutcher,Beacon Behavioral Health
1720345663,Seaside Health System - Baton Rouge,Seaside Healthcare
1679270227,OakBend Medical Center - Williams Way Hospital Campus,OakBend Medical Center Health System
,Nobilis Health Corp (FKA Northstar Healthcare - Closed),Nobilis Health Corp (FKA Northstar Healthcare - Closed)
1831515550,Texas Health Clearfork,Texas Health Resources
1376073114,Memorial Hermann Tomball Hospital (Closed),Memorial Hermann Health System
1669955720,Encompass Health Rehabilitation Hospital of Littleton,Encompass Health Corporation (FKA HealthSouth)
1942553599,Encompass Health Rehabilitation Hospital at Martin Health (FKA HealthSouth Rehabilitation Hospital at Martin Health),Encompass Health Corporation (FKA HealthSouth)
1073952339,PAM Rehabilitation Hospital of Victoria,PAM Health (FKA Post Acute Medical)
1083056790,Walnut Hill Medical Center (Closed 2017-06-01),
1881899284,Wills Eye Hospital,
1659787554,Banner Fort Collins Medical Center,Banner Health
1598173973,St Davids Surgical Hospital (FKA Forest Park Medical Center - Austin),HCA Central & West Texas Division - St Davids HealthCare
1194159525,Guam Regional Medical City,
,St Joseph Mercy Health System (Closed - Merged with Trinity Health Michigan),St Joseph Mercy Health System (Closed - Merged with Trinity Health Michigan)
,Community Health Network - Berlin (Closed - Absorbed by ThedaCare),Community Health Network - Berlin (Closed - Absorbed by ThedaCare)
1497788079,Piedmont Medical Center - Fort Mill,Tenet Healthcare
1093810327,Dell Seton Medical Center at the University of Texas,Ascension Seton (AKA Seton Healthcare Family)
1104195668,Ridgeview Behavioral Hospital,Oglethorpe Inc
1568781433,RJ Blackley Alcohol and Drug Abuse Treatment Center (Closed 2023-03-01),North Carolina Division of Mental Health & Developmental Disabilities & Substance Abuse
1194143909,Forest Park Medical Center - San Antonio (Closed),
1255800447,Good Samaritan Hospital - Mission Oaks Campus,HCA Far West Division - Good Samaritan Health System
1053595496,Lake Placid Health Center (Closed - No Longer Offers Inpatient Beds),Adirondack Health
1124451455,AMG Specialty Hospital - Tulsa (Closed),AMG Integrated Healthcare Management
1750788238,Cape Fear Valley - Hoke Hospital,Cape Fear Valley Health System (FKA Cumberland County Hospital System)
1497754006,LTACH CareOne at Trinitas Regional Medical Center,CareOne
1265873087,The Childrens Hospital at Piedmont Columbus Regional Midtown Campus,Piedmont Columbus Regional (FKA Columbus Regional Healthcare System - Georgia)
1518980978,Cornerstone Specialty Hospitals Broken Arrow,Cornerstone Healthcare Group
1992131734,St Josephs Westgate Medical Center,Dignity Health
1053732024,Northern Utah Rehabilitation Hospital,Ernest Health
1164858411,Rehabilitation Hospital of the Northwest,Ernest Health
1568673804,FirstHealth Moore Regional Hospital - Hoke,FirstHealth of the Carolinas
1427575901,Mercy Orthopedic Hospital Springfield,Mercy (MO)
1437216975,Sagamore Childrens Psychiatric Center,New York State Office of Mental Health
1801953013,New York City Childrens Center - Bronx Campus (FKA Bronx Childrens Psychiatric Center),New York State Office of Mental Health
1407344880,Baylor Scott & White Emergency Hospital - Rockwall,Baylor Scott & White Health
1689002651,Baylor Scott & White Emergency Hospital - Keller,Baylor Scott & White Health
1619308319,Baylor Scott & White Emergency Hospital - Murphy (FKA Baylor Emergency Medical Center at Murphy),Baylor Scott & White Health
1679903967,Baylor Scott & White Emergency Hospital - Burleson,Baylor Scott & White Health
1043641749,Baylor Scott & White Emergency Hospital - Colleyville,Baylor Scott & White Health
1598196206,Baylor Scott & White Emergency Hospital - Mansfield,Baylor Scott & White Health
1194753590,Baylor Scott & White the Heart Hospital Baylor - Denton,Baylor Scott & White Health
1407395411,Childrens Hospital New Orleans Behavioral Health Center (FKA Child and Adolescent Behavioral Health Center),Louisiana Childrens Medical Center Health System (AKA LCMC Health)
1821612284,WellBridge Greater Dallas (FKA Oceans Behavioral Hospital Plano),LifePoint Health (FKA LifePoint Hospitals)
,Oceans Behavioral Hospital Abilene (Closed - Moved to 4225 Woods Pl),Oceans Healthcare
1447672910,WellBridge Fort Worth (FKA Oceans Behavioral Hospital Fort Worth),LifePoint Health (FKA LifePoint Hospitals)
1588319503,Strategic Behavioral Center - Raleigh (Closed),Strategic Behavioral Health (Closed)
1184671190,CHRISTUS Trinity Mother Frances - Louis and Peaches Owen Heart Hospital,CHRISTUS Trinity Mother Frances Health System
1851889463,Baylor Scott & White Institute for Rehabilitation - Lakeway (FKA Vibra Rehabilitation Hospital of Lake Travis),Baylor Scott & White Health
1114268810,Community Rehabilitation Hospital North,Community Health Network (Indianapolis IN)
1376169524,Vibra Hospital of Southeastern Michigan - Taylor Campus,Vibra Healthcare
1720469869,UW Health East Madison Hospital (FKA UW Health at the American Center),University of Wisconsin Health (AKA UW Health)
1093079303,Haven Behavioral Hospital of Albuquerque,Haven Behavioral Healthcare
1912341629,Haven Behavioral Hospital of Philadelphia,Haven Behavioral Healthcare
1508414731,OakBend Health System - Hospital for Surgical Excellence (Closed),OakBend Medical Center Health System
1346297892,Atrium Health Behavioral Health - Davidson (FKA Carolinas HealthCare System Behavioral Health - Davidson),Atrium Health (FKA Carolinas HealthCare System)
1487866315,Carolinas Rehabilitation - NorthEast,Atrium Health (FKA Carolinas HealthCare System)
1851718654,Encompass Health Rehabilitation Hospital of Altamonte Springs (FKA HealthSouth Rehabilitation Hospital of Altamonte Springs),Encompass Health Corporation (FKA HealthSouth)
1821404237,Rehabilitation Hospital of Overland Park,PAM Health (FKA Post Acute Medical)
1346704756,Select Specialty Hospital - Fort Myers (FKA Promise Hospital of Fort Myers),Select Medical Corporation
1245655638,Holy Cross Germantown Hospital,Holy Cross Health
1124369137,Haymarket Medical Center (FKA Novant Health UVA Health System Haymarket Medical Center),UVA Community Health (FKA Novant Health UVA Health System)
1578809505,Austin Oaks Hospital,Universal Health Services
1215122395,Rogers Behavioral Health in West Allis (FKA Rogers Memorial Hospital - West Allis),Rogers Behavioral Health System
1184179194,Houston Methodist the Woodlands Hospital,Houston Methodist (FKA Methodist Hospital System)
1255367611,Trios Womens & Childrens Hospital (Closed),Trios Health
1285005140,Baptist Health Medical Center - Conway,Baptist Health (AR)
1851395263,University Behavioral Center,Universal Health Services
1154688315,Apollo Behavioral Health Hospital,
1225388507,Compass Behavioral Center of Alexandria,Compass Health
1992341473,Mercy Specialty Hospital - Southeast Kansas (AKA Premier Surgical Institute),Mercy (MO)
1639357429,Carolina Dunes Behavioral Health (FKA Strategic Behavioral Center - Wilmington),Summit BHC
1538417753,Greenleaf Behavioral Health Hospital,Acadia Healthcare
1295097624,Cambridge Hospital (Closed),
1154748416,Arizona General Hospital - Laveen,Dignity Health
1578989703,Central Valley Specialty Hospital,American Advanced Management Group (FKA American Specialty Healthcare)
1093963696,UM St Joseph Medical Center - Heart Institute,University of Maryland Medical System
1720248818,Mercy Orthopedic Hospital Fort Smith,Mercy (MO)
1194088112,Ten Broeck Tennessee (Closed),Cookeville Regional Medical Center System
1538404371,Beckett Springs,Springstone Inc
1427330679,Central Desert Behavioral Health Hospital,Fundamental Long-Term Care Holdings
1245365196,John R Oishei Childrens Hospital,Kaleida Health
,Specialty Hospital of Luling (Closed),
1942286414,Kindred Hospital - Midtown (Closed 2013-09-01),Kindred Healthcare (Closed)
1962855452,Pomegranate Health Systems Adolescent Psychiatry (Closed),
1629353495,PrairieCare - Maple Grove (Closed),
,Little River Healthcare (Closed),Little River Healthcare (Closed)
1619303641,Little River Healthcare - Cameron Hospital (Closed),Little River Healthcare (Closed)
,Alecto Healthcare Services (Closed),Alecto Healthcare Services (Closed)
1992713564,NYC Health and Hospitals - Carter (FKA Henry J Carter Specialty Hospital),NYC Health and Hospitals (FKA New York City Health and Hospitals Corporation)
1598989006,InterCommunity Blue Hills (FKA St Francis Hospital & Medical Center - Mount Sinai Campus),
1639323777,Winter Haven Womens Hospital (FKA Regency Center for Women and Infants),BayCare Health System
1396886297,Childrens Specialized Hospital (FKA PSE&G Childrens Specialized Hospital),RWJBarnabas Health
1114293701,Red Oak Hospital (Closed),
1578517116,CHI St Lukes Health - Pinecroft Hospital (FKA Apollo Hospital - Closed),CHI St Lukes Health (FKA St Lukes Episcopal Health System)
1861544074,Riverview Health Institute,
1386025039,Cincinnati Childrens Liberty Campus,Cincinnati Childrens Hospital Medical Center
,Boys Town National Research Hospital - West (AKA Pacific Street),Boys Town National Research Hospital
,Curae Health (Closed),Curae Health (Closed)
1346607017,Avon Hospital,Cleveland Clinic Health System
1477667145,Bellevue Womans Center,Ellis Medicine
1770075582,Erlanger East Hospital,Erlanger Health System
1285831412,St Davids Childrens Hospital,HCA Central & West Texas Division - St Davids HealthCare
1265877567,Kearney Regional Medical Center,Bryan Health
1932735420,California Health Care Facility - Stockton (FKA DSH - Stockton),California Department of Corrections and Rehabilitation
1689853889,Mission Hospital - Saint Joseph Campus (AKA Mission Hospital for Advanced Medicine),HCA North Carolina Division (AKA Mission Health System)
1962537407,Baton Rouge General Medical Center - Bluebonnet Campus,Baton Rouge General Medical Center Health System
1902988686,Accord Rehabilitation Hospital,
1417027558,BronxCare Hospital Center - Grand Concourse Campus,BronxCare Health System (FKA Bronx - Lebanon Hospital Center Health System)
1134552219,Regional One Health Extended Care Hospital,Regional One Health
1538440904,Encompass Health Rehabilitation Hospital of Cincinnati at Norwood (FKA HealthSouth Rehabilitation Hospital of Cincinnati at Norwood),Encompass Health Corporation (FKA HealthSouth)
,UTMB Health Jennie Sealy Hospital - Galveston,University of Texas Medical Branch Health (AKA UTMB Health)
1114343597,AdventHealth Winter Garden (FKA Florida Hospital Winter Garden),AdventHealth (FKA Adventist Health System)
1154876985,UCHealth Longs Peak Hospital,UCHealth (AKA University of Colorado Health)
1568418333,Rocky Mountain Regional VA Medical Center,VA Rocky Mountain Network (VISN 19)
1639783509,Jackson West Medical Center (AKA Jose Milton Memorial Hospital),Jackson Health System (FL)
1124468699,UCSF Medical Center at Mission Bay,University of California San Francisco Health System (AKA UCSF Health)
1134774037,Texas Childrens Hospital the Woodlands,Texas Childrens Hospital
1184057309,Legent Hospital for Special Surgery (FKA Star Medical Center),PSN Affiliates (AKA Legent Health)
1053329581,Rogers Behavioral Health in Brown Deer (FKA Rogers Memorial Hospital - Brown Deer),Rogers Behavioral Health System
1548698723,Emory Rehabilitation Hospital,Emory Healthcare
1629405626,Pioneer Specialty Hospital,
1043567977,Vermont Psychiatric Care Hospital,
1477990109,Highland - Clarksburg Hospital,
1811336902,North Tampa Behavioral Health Hospital,Acadia Healthcare
1396194197,St Lukes Monroe Campus,St Lukes University Health Network
